Accident Fields_Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Local Authority,Vehicle Fields_Reference Number,Vehicle Number,Type of Vehicle,Casualty Fields_Reference Number,Casualty Veh No,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
59R0351,427888,432914,1,27/09/2018,0759,4,B6154,1,1,1,E08000035,59R0351,1,9,59R0351,1,3,3,2,29
59R0443,424183,435436,2,27/09/2018,0130,3,A657,1,4,1,E08000035,59R0443,1,9,59R0443,1,1,2,1,36
59R0643,423001,432561,1,26/09/2018,0820,6,U,1,1,1,E08000035,59R0643,1,9,59R0643,1,3,3,1,15
59R1540,435034,434984,1,27/09/2018,1700,6,U,1,1,1,E08000035,59R1540,1,9,59R1540,1,3,3,1,14
59R1892,429818,433406,1,27/09/2018,1345,6,U,1,1,1,E08000035,59R1892,1,11,59R1892,1,3,3,2,31
59S1424,428089,426542,2,28/09/2018,1800,3,A653,1,1,1,E08000035,59S1424,1,8,59S1424,1,1,3,1,37
59S1424,428089,426542,2,28/09/2018,1800,3,A653,1,1,1,E08000035,59S1424,1,8,59S1424,1,2,3,2,25
59S1424,428089,426542,2,28/09/2018,1800,3,A653,1,1,1,E08000035,59S1424,1,8,59S1424,1,2,3,2,27
59S1424,428089,426542,2,28/09/2018,1800,3,A653,1,1,1,E08000035,59S1424,2,9,59S1424,2,1,3,2,44
59S1424,428089,426542,2,28/09/2018,1800,3,A653,1,1,1,E08000035,59S1424,2,9,59S1424,2,2,3,2,15
59S1821,420846,434432,2,28/09/2018,2100,3,A647,1,4,1,E08000035,59S1821,2,9,59S1821,2,2,3,2,39
59T0399,434713,428186,2,11/12/2018,0851,3,A654,1,1,1,E08000035,59T0399,1,9,59T0399,1,2,3,2,8
59T0399,434713,428186,2,11/12/2018,0851,3,A654,1,1,1,E08000035,59T0399,1,9,59T0399,1,2,3,2,4
59T0610,430792,428398,2,29/09/2018,0930,6,U,1,1,1,E08000035,59T0610,1,19,59T0610,1,1,3,2,51
59T0631,428072,433545,1,29/09/2018,0943,6,U,1,1,1,E08000035,59T0631,1,9,59T0631,1,1,3,2,29
59T0631,428072,433545,1,29/09/2018,0943,6,U,1,1,1,E08000035,59T0631,1,9,59T0631,1,3,3,1,69
59U0868,423051,437658,2,30/09/2018,1300,3,A6120,1,1,1,E08000035,59U0868,1,9,59U0868,1,1,3,1,47
59U1690,438495,430408,2,30/09/2018,1945,6,U,1,4,1,E08000035,59U1690,2,9,59U1690,2,2,3,2,7
59U1761,431268,433827,2,30/09/2018,2025,6,U,1,4,1,E08000035,59U1761,1,9,59U1761,1,2,3,2,41
5A10569,431970,435823,1,01/10/2018,1100,3,A58,1,1,1,E08000035,5A10569,1,19,5A10569,1,3,2,1,16
5A11255,431199,431472,2,01/10/2018,1545,6,U,1,1,1,E08000035,5A11255,2,3,5A11255,2,1,3,1,31
5A11545,431511,435122,2,01/10/2018,1845,6,U,1,1,1,E08000035,5A11545,1,9,5A11545,1,1,3,1,45
5A11724,430875,434253,2,01/10/2018,2011,3,A61,2,4,2,E08000035,5A11724,1,4,5A11724,1,1,3,1,32
5A20328,432330,440173,2,02/10/2018,0840,6,U,1,1,1,E08000035,5A20328,2,9,5A20328,2,2,3,2,5
5A20351,429137,435243,3,02/10/2018,0855,3,A660,1,1,1,E08000035,5A20351,2,1,5A20351,2,1,3,1,21
5A20351,429137,435243,3,02/10/2018,0855,3,A660,1,1,1,E08000035,5A20351,3,1,5A20351,3,1,2,1,19
5A20523,425633,432686,2,02/10/2018,1050,3,A6110,1,1,1,E08000035,5A20523,2,1,5A20523,2,1,3,1,56
5A20633,432368,426056,2,02/10/2018,1150,1,M62,1,1,1,E08000035,5A20633,2,9,5A20633,2,1,3,2,27
5A21133,428529,430752,2,01/10/2018,1630,6,U,1,1,1,E08000035,5A21133,1,1,5A21133,1,1,2,1,42
5A21559,426066,427716,2,02/10/2018,1944,6,U,1,4,1,E08000035,5A21559,1,9,5A21559,1,2,3,2,7
5A30363,430906,436556,2,03/10/2018,0840,6,U,1,1,1,E08000035,5A30363,1,1,5A30363,1,1,2,2,59
5A30576,421992,436559,2,03/10/2018,1100,3,A6120,1,1,1,E08000035,5A30576,1,9,5A30576,1,2,3,2,60
5A31273,432583,433910,1,03/10/2018,1706,6,U,1,1,1,E08000035,5A31273,1,9,5A31273,1,3,2,1,12
5A31385,428045,432830,2,03/10/2018,1745,6,U,1,1,1,E08000035,5A31385,2,9,5A31385,2,2,3,1,10
5A31385,428045,432830,2,03/10/2018,1745,6,U,1,1,1,E08000035,5A31385,2,9,5A31385,2,1,3,2,44
5A31571,425798,440023,2,27/09/2018,1500,6,U,1,1,1,E08000035,5A31571,2,9,5A31571,2,1,3,2,38
5A51285,423689,433833,1,05/10/2018,1540,6,U,1,1,1,E08000035,5A51285,1,8,5A51285,1,3,2,1,3
5A60746,418200,441336,3,06/10/2018,1209,6,U,1,1,1,E08000035,5A60746,1,9,5A60746,1,1,3,2,44
5A60746,418200,441336,3,06/10/2018,1209,6,U,1,1,1,E08000035,5A60746,1,9,5A60746,1,2,3,2,10
5A60746,418200,441336,3,06/10/2018,1209,6,U,1,1,1,E08000035,5A60746,1,9,5A60746,1,2,3,2,8
5A61119,430664,434302,3,06/10/2018,1528,3,A61,1,1,1,E08000035,5A61119,1,9,5A61119,1,1,3,2,41
5A61119,430664,434302,3,06/10/2018,1528,3,A61,1,1,1,E08000035,5A61119,1,9,5A61119,1,2,3,1,7
5A61577,431147,434329,1,06/10/2018,1938,6,U,1,4,1,E08000035,5A61577,1,9,5A61577,1,3,2,1,10
5A62042,429922,434335,2,06/10/2018,2347,3,A660,1,4,1,E08000035,5A62042,2,8,5A62042,2,2,3,1,21
5A70194,429787,430628,1,27/10/2018,0146,6,U,1,4,1,E08000035,5A70194,1,9,5A70194,1,3,3,1,37
5A70354,428097,434515,1,07/10/2018,0430,6,U,1,4,1,E08000035,5A70354,1,8,5A70354,1,3,2,1,22
5A70985,420130,435201,2,07/10/2018,1335,6,U,1,1,1,E08000035,5A70985,2,20,5A70985,2,1,3,2,41
5A81259,435676,434796,2,08/10/2018,1642,6,U,1,1,1,E08000035,5A81259,1,8,5A81259,1,3,3,1,34
5A81545,426576,433899,2,08/10/2018,1845,3,A647,1,4,1,E08000035,5A81545,1,9,5A81545,1,2,3,2,63
5A81545,426576,433899,2,08/10/2018,1845,3,A647,1,4,1,E08000035,5A81545,1,9,5A81545,1,1,3,1,65
5A82117,426097,437015,1,08/10/2018,1800,6,U,1,7,1,E08000035,5A82117,1,8,5A82117,1,2,3,1,7
5A90960,431586,439580,2,13/10/2018,1345,6,U,1,1,1,E08000035,5A90960,2,1,5A90960,2,1,3,1,56
5A91113,431769,434243,2,09/10/2018,1501,6,U,1,1,1,E08000035,5A91113,2,1,5A91113,2,1,3,1,12
5A91255,433051,427801,1,09/10/2018,1100,6,U,1,1,1,E08000035,5A91255,1,9,5A91255,1,3,3,1,50
5A91468,423414,428088,2,10/10/2018,1730,3,A650,1,1,1,E08000035,5A91468,2,1,5A91468,2,1,2,1,34
5AA0617,434001,433885,1,09/10/2018,1510,6,U,1,1,1,E08000035,5AA0617,1,8,5AA0617,1,2,3,2,45
5AA0955,442620,428001,2,10/10/2018,1400,6,U,1,1,1,E08000035,5AA0955,1,9,5AA0955,1,1,3,2,45
5AA1280,432886,435728,2,10/10/2018,1623,6,U,1,1,1,E08000035,5AA1280,1,9,5AA1280,1,1,3,2,36
5AA1326,432322,433117,2,10/10/2018,1634,6,U,1,1,1,E08000035,5AA1326,2,1,5AA1326,2,1,3,1,14
5AA1331,427915,441535,2,10/10/2018,1648,6,U,1,1,1,E08000035,5AA1331,2,1,5AA1331,2,1,3,1,56
5AA1702,429062,432243,2,10/10/2018,1554,6,U,1,1,1,E08000035,5AA1702,2,11,5AA1702,2,2,3,2,8
5AA1775,432358,433693,2,10/10/2018,2033,3,A64,1,1,1,E08000035,5AA1775,1,9,5AA1775,1,1,3,1,38
5AB0728,427825,431259,2,11/10/2018,1211,1,M621,1,1,1,E08000035,5AB0728,2,9,5AB0728,2,1,3,2,29
5AB1553,431738,434584,2,11/10/2018,1726,6,U,1,1,1,E08000035,5AB1553,2,11,5AB1553,2,2,3,1,68
5AB1553,431738,434584,2,11/10/2018,1726,6,U,1,1,1,E08000035,5AB1553,2,11,5AB1553,2,2,3,2,50
5AB1640,422049,434381,2,11/10/2018,1932,4,B6157,1,1,1,E08000035,5AB1640,2,1,5AB1640,2,1,3,1,61
5AC0971,436190,434397,2,12/10/2018,1420,6,U,2,1,4,E08000035,5AC0971,1,9,5AC0971,1,1,3,2,55
5AC1941,430698,433015,1,12/10/2018,2141,6,U,1,4,1,E08000035,5AC1941,1,9,5AC1941,1,3,1,1,33
5AD0025,427518,435873,1,13/10/2018,0010,6,U,2,4,2,E08000035,5AD0025,1,9,5AD0025,1,3,3,1,20
5AD0086,432447,438783,1,13/10/2018,0030,6,U,2,4,5,E08000035,5AD0086,1,9,5AD0086,1,3,3,1,22
5AE0112,427241,433281,2,14/10/2018,0048,6,U,1,4,1,E08000035,5AE0112,1,9,5AE0112,1,2,3,1,32
5AE0112,427241,433281,2,14/10/2018,0048,6,U,1,4,1,E08000035,5AE0112,2,9,5AE0112,2,1,3,1,47
5AE0647,427798,431233,3,14/10/2018,1020,1,M621,2,1,2,E08000035,5AE0647,1,9,5AE0647,1,1,3,2,42
5AE0647,427798,431233,3,14/10/2018,1020,1,M621,2,1,2,E08000035,5AE0647,2,19,5AE0647,2,2,3,2,56
5AE0908,430855,424427,2,14/10/2018,1100,1,M1,1,1,1,E08000035,5AE0908,1,9,5AE0908,1,1,3,1,34
5AE0924,424238,428281,2,13/10/2018,1500,3,A62,2,1,1,E08000035,5AE0924,2,9,5AE0924,2,1,3,2,24
5AE0924,424238,428281,2,13/10/2018,1500,3,A62,2,1,1,E08000035,5AE0924,2,9,5AE0924,2,2,3,1,24
5AE0941,425622,432956,1,14/10/2018,1300,6,U,2,1,2,E08000035,5AE0941,1,9,5AE0941,1,1,2,1,37
5AF0162,415641,441634,1,15/10/2018,0406,6,U,2,6,2,E08000035,5AF0162,1,19,5AF0162,1,1,3,1,25
5AF0162,415641,441634,1,15/10/2018,0406,6,U,2,6,2,E08000035,5AF0162,1,19,5AF0162,1,2,2,2,20
5AF0277,428788,429716,2,15/10/2018,0747,3,A653,2,1,2,E08000035,5AF0277,2,9,5AF0277,2,3,2,2,15
5AF0277,428788,429716,2,15/10/2018,0747,3,A653,2,1,2,E08000035,5AF0277,2,9,5AF0277,2,1,3,2,27
5AF0405,427745,431177,3,15/10/2018,0925,1,M621,1,1,1,E08000035,5AF0405,2,9,5AF0405,2,1,3,2,36
5AF0759,421795,433954,2,15/10/2018,1242,3,A647,1,1,1,E08000035,5AF0759,2,9,5AF0759,2,1,3,1,47
5AF0879,425231,432304,1,15/10/2018,1333,6,U,2,1,1,E08000035,5AF0879,1,9,5AF0879,1,3,2,1,90
5AF1145,424873,443594,2,15/10/2018,1520,6,U,1,1,1,E08000035,5AF1145,1,9,5AF1145,1,2,3,1,70
5AF1211,427568,436873,2,15/10/2018,0640,6,U,1,1,1,E08000035,5AF1211,1,1,5AF1211,1,1,3,2,47
5AF1232,428799,432656,2,15/10/2018,1612,3,A58,1,1,1,E08000035,5AF1232,1,9,5AF1232,1,2,3,2,55
5AF1337,443528,442842,1,15/10/2018,1700,6,U,1,6,1,E08000035,5AF1337,1,9,5AF1337,1,1,3,1,18
5AF1376,432868,435934,1,15/10/2018,1812,6,U,1,1,1,E08000035,5AF1376,1,9,5AF1376,1,3,1,1,35
5AG0765,436349,434228,2,16/10/2018,1240,6,U,1,1,1,E08000035,5AG0765,1,9,5AG0765,1,3,2,1,44
5AG1238,442104,443235,2,16/10/2018,1700,2,A1(M),1,1,1,E08000035,5AG1238,1,9,5AG1238,1,1,3,2,50
5AG1352,431001,430600,2,16/10/2018,1720,6,U,1,1,1,E08000035,5AG1352,2,1,5AG1352,2,1,3,1,22
5AH0421,426294,436972,1,17/10/2018,0835,6,U,1,1,1,E08000035,5AH0421,1,11,5AH0421,1,2,3,2,50
5AH0978,432526,433756,2,17/10/2018,1405,3,A64,1,1,1,E08000035,5AH0978,1,1,5AH0978,1,1,3,1,40
5AI0028,429342,433478,1,18/10/2018,0015,6,U,1,4,1,E08000035,5AI0028,1,9,5AI0028,1,3,3,1,54
5AI0822,431373,434229,3,18/10/2018,1342,6,U,1,1,1,E08000035,5AI0822,2,9,5AI0822,2,1,3,1,30
5AI0980,429962,430873,2,29/09/2018,0127,6,U,1,4,1,E08000035,5AI0980,2,9,5AI0980,2,2,3,1,46
5AI1224,428567,431620,2,20/10/2018,1655,1,M621,1,1,1,E08000035,5AI1224,2,9,5AI1224,2,2,3,2,74
5AI1224,428567,431620,2,20/10/2018,1655,1,M621,1,1,1,E08000035,5AI1224,2,9,5AI1224,2,2,3,2,28
5AI1448,435333,439426,2,18/10/2018,1828,3,A58,1,6,1,E08000035,5AI1448,2,1,5AI1448,2,1,2,1,57
5AJ0311,438934,436645,2,19/10/2018,0803,6,U,1,1,1,E08000035,5AJ0311,1,9,5AJ0311,1,3,3,1,13
5AJ0462,419472,445241,1,19/10/2018,0750,6,U,1,1,1,E08000035,5AJ0462,1,11,5AJ0462,1,2,3,2,30
5AJ1098,431630,434983,1,19/10/2018,1535,6,U,1,1,1,E08000035,5AJ1098,1,9,5AJ1098,1,3,2,1,4
5AK0639,426811,438012,2,25/10/2018,1133,3,A6120,1,1,1,E08000035,5AK0639,2,1,5AK0639,2,1,2,1,52
5AK1289,422956,437695,2,20/10/2018,1450,3,A65,1,1,1,E08000035,5AK1289,2,9,5AK1289,2,1,2,2,38
5AK1341,425151,437879,2,20/10/2018,1510,3,A6120,1,1,1,E08000035,5AK1341,2,4,5AK1341,2,1,3,1,61
5AK1810,425625,434226,1,20/10/2018,1909,3,A647,1,4,1,E08000035,5AK1810,1,9,5AK1810,1,3,2,1,41
5AK1838,425205,432538,2,20/10/2018,1915,6,U,1,4,1,E08000035,5AK1838,1,1,5AK1838,1,1,2,1,15
5AK2252,434848,435776,2,20/10/2018,2310,6,U,1,4,1,E08000035,5AK2252,1,9,5AK2252,1,1,3,2,45
5AL0394,431143,436269,2,21/10/2018,0430,6,U,1,4,1,E08000035,5AL0394,1,9,5AL0394,1,1,3,2,26
5AL1210,425948,434690,2,21/10/2018,1500,6,U,1,1,1,E08000035,5AL1210,2,4,5AL1210,2,1,2,1,22
5AL1306,428743,434077,2,21/10/2018,1545,6,U,1,1,1,E08000035,5AL1306,2,1,5AL1306,2,1,3,1,33
5AL1485,434500,425884,3,21/10/2018,1710,1,M62,1,1,1,E08000035,5AL1485,1,9,5AL1485,1,2,3,2,23
5AL1485,434500,425884,3,21/10/2018,1710,1,M62,1,1,1,E08000035,5AL1485,2,9,5AL1485,2,2,3,2,79
5AL1485,434500,425884,3,21/10/2018,1710,1,M62,1,1,1,E08000035,5AL1485,3,9,5AL1485,3,2,3,2,23
5AL1615,429609,425744,2,21/10/2018,1815,3,A650,1,4,1,E08000035,5AL1615,2,3,5AL1615,2,1,3,1,22
5AM0314,421634,440843,1,24/10/2018,0836,6,U,1,1,1,E08000035,5AM0314,1,9,5AM0314,1,1,3,2,21
5AM0319,430007,434147,2,22/10/2018,0645,6,U,1,1,1,E08000035,5AM0319,2,1,5AM0319,2,1,3,2,27
5AM0344,422808,436098,2,22/10/2018,0855,6,U,2,1,1,E08000035,5AM0344,2,9,5AM0344,2,1,3,2,59
5AM0734,431187,426500,2,22/10/2018,1245,1,M62,1,1,1,E08000035,5AM0734,1,9,5AM0734,1,1,3,2,36
5AM0734,431187,426500,2,22/10/2018,1245,1,M62,1,1,1,E08000035,5AM0734,1,9,5AM0734,1,2,3,2,6
5AM0970,429429,433957,2,22/10/2018,1430,2,A58(M),1,1,1,E08000035,5AM0970,2,9,5AM0970,2,1,3,1,23
5AM1636,437584,432327,5,22/10/2018,1920,6,U,1,6,1,E08000035,5AM1636,3,1,5AM1636,3,1,3,1,15
5AM1636,437584,432327,5,22/10/2018,1920,6,U,1,6,1,E08000035,5AM1636,4,1,5AM1636,4,1,2,1,15
5AM1636,437584,432327,5,22/10/2018,1920,6,U,1,6,1,E08000035,5AM1636,5,1,5AM1636,5,1,1,1,14
5AN0290,423799,437360,3,23/10/2018,0758,6,U,1,1,1,E08000035,5AN0290,2,1,5AN0290,2,1,2,1,50
5AN0439,431481,435011,2,24/10/2018,0950,6,U,1,1,1,E08000035,5AN0439,1,9,5AN0439,1,1,3,1,37
5AN0439,431481,435011,2,24/10/2018,0950,6,U,1,1,1,E08000035,5AN0439,2,19,5AN0439,2,1,3,1,56
5AN0856,438656,430082,2,23/10/2018,0845,6,U,1,1,1,E08000035,5AN0856,2,9,5AN0856,2,1,3,2,48
5AN0877,431626,430525,2,23/10/2018,0715,1,M621,1,1,4,E08000035,5AN0877,2,9,5AN0877,2,1,3,2,26
5AN2038,423932,427819,2,24/10/2018,0004,1,M621,1,4,4,E08000035,5AN2038,2,9,5AN2038,2,2,3,1,35
5AO0335,428717,435614,2,24/10/2018,0833,3,A660,1,1,1,E08000035,5AO0335,2,1,5AO0335,2,1,3,1,46
5AO0770,428001,426144,2,24/10/2018,0730,3,A653,1,1,1,E08000035,5AO0770,2,1,5AO0770,2,1,3,1,42
5AP0528,420493,445130,3,25/10/2018,1033,6,U,1,1,1,E08000035,5AP0528,2,1,5AP0528,2,1,3,2,59
5AP0528,420493,445130,3,25/10/2018,1033,6,U,1,1,1,E08000035,5AP0528,3,1,5AP0528,3,1,2,2,44
5AP0840,430495,438549,2,25/10/2018,1309,6,U,1,1,1,E08000035,5AP0840,1,9,5AP0840,1,1,2,2,77
5AP0905,429670,432928,2,25/10/2018,0905,6,U,1,1,1,E08000035,5AP0905,2,1,5AP0905,2,1,3,1,38
5AP0979,429487,435412,2,25/10/2018,1412,6,U,1,1,1,E08000035,5AP0979,1,9,5AP0979,1,1,3,2,31
5AQ0933,427551,430943,2,26/10/2018,1323,1,M621,1,1,1,E08000035,5AQ0933,2,5,5AQ0933,2,1,2,1,53
5AQ1609,434401,434399,1,26/10/2018,1805,6,U,1,4,1,E08000035,5AQ1609,1,9,5AQ1609,1,3,3,1,12
5AR0500,440428,448058,2,27/10/2018,0951,6,U,1,1,4,E08000035,5AR0500,2,9,5AR0500,2,1,3,1,40
5AR0961,435190,433540,2,27/10/2018,1420,4,B6159,1,1,1,E08000035,5AR0961,2,9,5AR0961,2,1,3,2,23
5AR0961,435190,433540,2,27/10/2018,1420,4,B6159,1,1,1,E08000035,5AR0961,2,9,5AR0961,2,2,3,2,53
5AR1342,429353,436616,2,27/10/2018,1747,4,B6159,1,1,1,E08000035,5AR1342,2,1,5AR1342,2,1,2,1,58
5AS0075,420945,434451,1,28/10/2018,0050,3,A647,2,4,1,E08000035,5AS0075,1,9,5AS0075,1,1,3,1,62
5AS0576,428777,440371,2,28/10/2018,0921,6,U,1,1,1,E08000035,5AS0576,1,1,5AS0576,1,1,3,1,17
5AS0587,428787,430098,2,28/10/2018,0933,6,U,1,1,1,E08000035,5AS0587,2,19,5AS0587,2,1,3,2,46
5AS1526,432047,434901,1,28/10/2018,1810,6,U,1,1,1,E08000035,5AS1526,1,9,5AS1526,1,3,2,2,10
5AS1580,423801,437387,2,28/10/2018,1845,3,A65,1,1,1,E08000035,5AS1580,1,9,5AS1580,1,1,3,1,43
5AS1580,423801,437387,2,28/10/2018,1845,3,A65,1,1,1,E08000035,5AS1580,2,9,5AS1580,2,1,3,1,22
5AS1580,423801,437387,2,28/10/2018,1845,3,A65,1,1,1,E08000035,5AS1580,2,9,5AS1580,2,2,3,2,19
5AS1870,432551,427340,2,28/10/2018,2105,3,A654,1,4,1,E08000035,5AS1870,2,9,5AS1870,2,2,3,1,41
5AT0079,437015,429229,1,29/10/2018,0150,6,U,2,4,1,E08000035,5AT0079,1,9,5AT0079,1,1,3,2,23
5AT0208,441644,445732,2,29/10/2018,0729,3,A659,4,1,1,E08000035,5AT0208,1,9,5AT0208,1,1,2,2,22
5AT0208,441644,445732,2,29/10/2018,0729,3,A659,4,1,1,E08000035,5AT0208,2,9,5AT0208,2,1,3,2,41
5AT1154,430163,435271,1,02/11/2018,1015,6,U,1,1,1,E08000035,5AT1154,1,11,5AT1154,1,2,3,2,70
5AT1573,442620,428001,2,29/10/2018,1825,3,A656,1,4,1,E08000035,5AT1573,1,9,5AT1573,1,1,3,1,17
5AT1573,442620,428001,2,29/10/2018,1825,3,A656,1,4,1,E08000035,5AT1573,2,9,5AT1573,2,1,3,1,21
5AT1573,442620,428001,2,29/10/2018,1825,3,A656,1,4,1,E08000035,5AT1573,2,9,5AT1573,2,2,3,2,1
5AU0892,431078,433024,1,30/10/2018,1300,3,A61,1,1,1,E08000035,5AU0892,1,11,5AU0892,1,2,3,2,63
5AU1006,428445,434006,1,30/10/2018,1506,3,A65,1,1,1,E08000035,5AU1006,1,8,5AU1006,1,3,3,2,55
5AU1917,432372,436365,2,30/10/2018,2155,3,A58,1,4,1,E08000035,5AU1917,1,9,5AU1917,1,1,3,1,39
5AV0392,425777,431458,2,01/11/2018,0939,3,A58,1,1,1,E08000035,5AV0392,2,9,5AV0392,2,1,3,1,79
5AV0797,423948,427943,2,01/10/2018,1315,3,A62,1,1,1,E08000035,5AV0797,1,9,5AV0797,1,1,3,2,49
5AV0797,423948,427943,2,01/10/2018,1315,3,A62,1,1,1,E08000035,5AV0797,1,9,5AV0797,1,2,3,2,18
5AV0797,423948,427943,2,01/10/2018,1315,3,A62,1,1,1,E08000035,5AV0797,2,9,5AV0797,2,1,3,2,34
5AV0917,428527,429636,2,31/10/2018,1410,3,A6110,1,1,1,E08000035,5AV0917,2,19,5AV0917,2,1,3,1,23
5AV0917,428527,429636,2,31/10/2018,1410,3,A6110,1,1,1,E08000035,5AV0917,2,19,5AV0917,2,2,3,2,23
5AV1095,431020,431473,2,31/10/2018,1520,6,U,1,1,1,E08000035,5AV1095,2,9,5AV1095,2,1,3,2,29
5AV1142,422791,438258,2,31/10/2018,0800,6,U,1,1,1,E08000035,5AV1142,2,9,5AV1142,2,1,3,2,50
5AV1552,428812,429756,2,31/10/2018,1820,3,A6110,1,4,1,E08000035,5AV1552,1,9,5AV1552,1,1,3,1,58
5AV1552,428812,429756,2,31/10/2018,1820,3,A6110,1,4,1,E08000035,5AV1552,2,9,5AV1552,2,2,3,1,43
5AV1552,428812,429756,2,31/10/2018,1820,3,A6110,1,4,1,E08000035,5AV1552,2,9,5AV1552,2,2,3,1,11
5AV1552,428812,429756,2,31/10/2018,1820,3,A6110,1,4,1,E08000035,5AV1552,2,9,5AV1552,2,1,3,1,46
5AV1798,425940,426215,2,31/10/2018,1930,1,M62,2,4,1,E08000035,5AV1798,1,9,5AV1798,1,1,3,2,20
5AV2036,433291,433953,3,31/10/2018,2029,6,U,1,4,1,E08000035,5AV2036,1,3,5AV2036,1,1,2,1,20
5AV2308,428116,426279,2,31/10/2018,2210,3,A650,1,4,1,E08000035,5AV2308,2,9,5AV2308,2,2,3,1,40
5AV2460,430767,433198,2,31/10/2018,2329,3,A61,1,4,1,E08000035,5AV2460,1,8,5AV2460,1,1,3,1,47
5AV2460,430767,433198,2,31/10/2018,2329,3,A61,1,4,1,E08000035,5AV2460,1,8,5AV2460,1,2,3,1,28
5B11049,429849,432291,2,01/11/2018,1350,3,A653,1,1,1,E08000035,5B11049,1,9,5B11049,1,1,3,1,48
5B11049,429849,432291,2,01/11/2018,1350,3,A653,1,1,1,E08000035,5B11049,2,9,5B11049,2,1,3,1,45
5B11264,424112,428128,2,01/11/2018,1500,3,A62,1,1,1,E08000035,5B11264,1,9,5B11264,1,2,3,1,55
5B11374,442439,442592,3,02/11/2018,1650,2,A1(M),1,6,1,E08000035,5B11374,1,9,5B11374,1,2,3,2,65
5B11374,442439,442592,3,02/11/2018,1650,2,A1(M),1,6,1,E08000035,5B11374,1,9,5B11374,1,1,3,2,45
5B11375,443633,436144,4,01/11/2018,1610,2,A1(M),1,1,1,E08000035,5B11375,1,9,5B11375,1,1,2,1,58
5B11852,430500,437059,1,01/11/2018,1925,6,U,1,4,1,E08000035,5B11852,1,9,5B11852,1,3,3,1,52
5B20288,429044,435359,1,02/11/2018,0815,3,A660,1,1,1,E08000035,5B20288,1,1,5B20288,1,3,3,2,68
5B20355,430353,433047,2,02/11/2018,0900,6,U,1,1,1,E08000035,5B20355,1,1,5B20355,1,1,3,1,19
5B20569,432378,433811,2,02/11/2018,1545,6,U,1,1,1,E08000035,5B20569,1,1,5B20569,1,1,3,1,51
5B21618,425281,435051,2,02/11/2018,1820,6,U,1,4,1,E08000035,5B21618,2,3,5B21618,2,2,2,1,25
5B21618,425281,435051,2,02/11/2018,1820,6,U,1,4,1,E08000035,5B21618,2,3,5B21618,2,1,2,1,19
5B21649,432836,434992,2,24/10/2018,1800,6,U,1,1,1,E08000035,5B21649,1,1,5B21649,1,1,3,1,56
5B21798,428233,429700,1,02/11/2018,1931,3,A6110,1,4,1,E08000035,5B21798,1,9,5B21798,1,3,3,1,36
5B30956,432314,438505,1,03/11/2018,1321,6,U,1,1,1,E08000035,5B30956,1,9,5B30956,1,3,3,2,4
5B31005,437995,433257,1,03/11/2018,1340,1,M1,1,1,1,E08000035,5B31005,1,9,5B31005,1,1,3,1,46
5B31005,437995,433257,1,03/11/2018,1340,1,M1,1,1,1,E08000035,5B31005,1,9,5B31005,1,2,2,2,44
5B31538,430609,431482,2,03/11/2018,1736,3,A61,1,4,1,E08000035,5B31538,1,9,5B31538,1,1,3,1,48
5B31730,429428,435330,4,03/11/2018,1902,6,U,1,4,1,E08000035,5B31730,1,9,5B31730,1,1,3,1,35
5B31950,424442,430611,2,03/11/2018,2031,3,A58,1,4,1,E08000035,5B31950,2,4,5B31950,2,1,2,1,26
5B40518,424662,433553,1,04/11/2018,0830,3,A6110,2,1,1,E08000035,5B40518,1,4,5B40518,1,1,2,1,40
5B41010,424098,428107,2,04/11/2018,1345,3,A62,1,1,1,E08000035,5B41010,1,9,5B41010,1,1,3,1,40
5B41010,424098,428107,2,04/11/2018,1345,3,A62,1,1,1,E08000035,5B41010,1,9,5B41010,1,2,3,1,32
5B41010,424098,428107,2,04/11/2018,1345,3,A62,1,1,1,E08000035,5B41010,2,9,5B41010,2,2,3,2,14
5B41010,424098,428107,2,04/11/2018,1345,3,A62,1,1,1,E08000035,5B41010,2,9,5B41010,2,1,3,1,59
5B41162,440391,433558,1,04/11/2018,1230,6,U,1,1,1,E08000035,5B41162,1,9,5B41162,1,3,3,2,52
5B41717,434766,431061,2,04/11/2018,1823,6,U,1,4,1,E08000035,5B41717,2,3,5B41717,2,1,3,1,23
5B50179,429343,433705,1,05/11/2018,0435,2,A58(M),1,4,1,E08000035,5B50179,1,9,5B50179,1,1,2,1,24
5B50179,429343,433705,1,05/11/2018,0435,2,A58(M),1,4,1,E08000035,5B50179,1,9,5B50179,1,2,2,2,26
5B50628,430783,435401,3,05/11/2018,1130,6,U,1,1,1,E08000035,5B50628,2,19,5B50628,2,1,3,1,56
5B51115,423532,441002,1,05/11/2018,1515,6,U,1,1,1,E08000035,5B51115,1,19,5B51115,1,3,3,2,16
5B51161,429135,436759,1,05/11/2018,1542,4,B6159,1,1,1,E08000035,5B51161,1,9,5B51161,1,3,3,2,11
5B51903,430840,434003,2,05/11/2018,0750,6,U,1,1,1,E08000035,5B51903,2,1,5B51903,2,1,3,1,32
5B60094,429165,431795,2,06/11/2018,1319,1,M621,1,1,1,E08000035,5B60094,2,9,5B60094,2,1,3,1,67
